All Method Calls (6722)

<java.util.Collection; size[]; int; org.apache.commons.collections.BoundedFifoBuffer; BoundedFifoBuffer[java.util.Collection]; void; null; coll>
<org.apache.commons.collections.collection.AbstractCollectionDecorator; getCollection[]; java.util.Collection; org.apache.commons.collections.bag.UnmodifiableBag; iterator[]; java.util.Iterator; iterator[]; this>
<org.apache.commons.collections.Bag; uniqueSet[]; java.util.Set; org.apache.commons.collections.bag.UnmodifiableBag; uniqueSet[]; java.util.Set; null; getBag()>
<org.apache.commons.collections.bag.AbstractBagDecorator; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.UnmodifiableBag; uniqueSet[]; java.util.Set; uniqueSet[]; this>
<org.apache.commons.collections.set.UnmodifiableSet; decorate[java.util.Set]; java.util.Set; org.apache.commons.collections.bag.UnmodifiableBag; uniqueSet[]; java.util.Set; null; UnmodifiableSet>
<java.io.ObjectOutputStream; defaultWriteObject[]; void; org.apache.commons.collections.bag.UnmodifiableSortedBag; writeObject[java.io.ObjectOutputStream]; void; null; out>
<java.io.ObjectOutputStream; writeObject[java.lang.Object]; void; org.apache.commons.collections.bag.UnmodifiableSortedBag; writeObject[java.io.ObjectOutputStream]; void; null; out>
<java.io.ObjectInputStream; defaultReadObject[]; void; org.apache.commons.collections.bag.UnmodifiableSortedBag; readObject[java.io.ObjectInputStream]; void; null; in>
<java.io.ObjectInputStream; readObject[]; java.lang.Object; org.apache.commons.collections.bag.UnmodifiableSortedBag; readObject[java.io.ObjectInputStream]; void; null; in>
<org.apache.commons.collections.iterators.UnmodifiableIterator; decorate[java.util.Iterator]; java.util.Iterator; org.apache.commons.collections.bag.UnmodifiableSortedBag; iterator[]; java.util.Iterator; null; UnmodifiableIterator>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.bag.UnmodifiableSortedBag; iterator[]; java.util.Iterator; null; getCollection()>
<org.apache.commons.collections.collection.AbstractCollectionDecorator; getCollection[]; java.util.Collection; org.apache.commons.collections.bag.UnmodifiableSortedBag; iterator[]; java.util.Iterator; iterator[]; this>
<org.apache.commons.collections.Bag; uniqueSet[]; java.util.Set; org.apache.commons.collections.bag.UnmodifiableSortedBag; uniqueSet[]; java.util.Set; null; getBag()>
<org.apache.commons.collections.bag.AbstractBagDecorator; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.UnmodifiableSortedBag; uniqueSet[]; java.util.Set; uniqueSet[]; this>
<org.apache.commons.collections.set.UnmodifiableSet; decorate[java.util.Set]; java.util.Set; org.apache.commons.collections.bag.UnmodifiableSortedBag; uniqueSet[]; java.util.Set; null; UnmodifiableSet>
<org.apache.commons.collections.collection.AbstractCollectionDecorator; getCollection[]; java.util.Collection; org.apache.commons.collections.bag.PredicatedBag; getBag[]; org.apache.commons.collections.Bag; null; this>
<org.apache.commons.collections.collection.PredicatedCollection; validate[java.lang.Object]; void; org.apache.commons.collections.bag.PredicatedBag; add[java.lang.Object, int]; boolean; null; this>
<org.apache.commons.collections.Bag; add[java.lang.Object, int]; boolean; org.apache.commons.collections.bag.PredicatedBag; add[java.lang.Object, int]; boolean; null; getBag()>
<org.apache.commons.collections.bag.PredicatedBag; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.PredicatedBag; add[java.lang.Object, int]; boolean; add[java.lang.Object, int]; this>
<org.apache.commons.collections.Bag; remove[java.lang.Object, int]; boolean; org.apache.commons.collections.bag.PredicatedBag; remove[java.lang.Object, int]; boolean; null; getBag()>
<org.apache.commons.collections.bag.PredicatedBag; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.PredicatedBag; remove[java.lang.Object, int]; boolean; remove[java.lang.Object, int]; this>
<org.apache.commons.collections.Bag; uniqueSet[]; java.util.Set; org.apache.commons.collections.bag.PredicatedBag; uniqueSet[]; java.util.Set; null; getBag()>
<org.apache.commons.collections.bag.PredicatedBag; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.PredicatedBag; uniqueSet[]; java.util.Set; uniqueSet[]; this>
<org.apache.commons.collections.Bag; getCount[java.lang.Object]; int; org.apache.commons.collections.bag.PredicatedBag; getCount[java.lang.Object]; int; null; getBag()>
<org.apache.commons.collections.bag.PredicatedBag; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.PredicatedBag; getCount[java.lang.Object]; int; getCount[java.lang.Object]; this>
<java.util.Map; isEmpty[]; boolean; org.apache.commons.collections.bag.AbstractMapBag; isEmpty[]; boolean; null; map>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag; getCount[java.lang.Object]; int; null; map>
<java.util.Map; containsKey[java.lang.Object]; boolean; org.apache.commons.collections.bag.AbstractMapBag; contains[java.lang.Object]; boolean; null; map>
<org.apache.commons.collections.bag.AbstractMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; org.apache.commons.collections.bag.AbstractMapBag; containsAll[java.util.Collection]; boolean; null; this>
<org.apache.commons.collections.bag.AbstractMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; org.apache.commons.collections.bag.AbstractMapBag; containsAll[java.util.Collection]; boolean; null; this>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.bag.AbstractMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; null; other.uniqueSet()>
<org.apache.commons.collections.Bag; uniqueSet[]; java.util.Set; org.apache.commons.collections.bag.AbstractMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; iterator[]; other>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.bag.AbstractMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; null; it>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; null; it>
<org.apache.commons.collections.bag.AbstractMapBag; getCount[java.lang.Object]; int; org.apache.commons.collections.bag.AbstractMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; null; this>
<org.apache.commons.collections.Bag; getCount[java.lang.Object]; int; org.apache.commons.collections.bag.AbstractMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; null; other>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.bag.AbstractMapBag.BagIterator; BagIterator[org.apache.commons.collections.bag.AbstractMapBag]; void; null; parent.map.entrySet()>
<java.util.Map; entrySet[]; java.util.Set; org.apache.commons.collections.bag.AbstractMapBag.BagIterator; BagIterator[org.apache.commons.collections.bag.AbstractMapBag]; void; iterator[]; parent.map>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.bag.AbstractMapBag.BagIterator; hasNext[]; boolean; null; entryIterator>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag.BagIterator; next[]; java.lang.Object; null; entryIterator>
<java.util.Map$Entry; getValue[]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag.BagIterator; next[]; java.lang.Object; null; current>
<java.util.Map$Entry; getKey[]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag.BagIterator; next[]; java.lang.Object; null; current>
<java.util.Map$Entry; getValue[]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag.BagIterator; remove[]; void; null; current>
<java.util.Iterator; remove[]; void; org.apache.commons.collections.bag.AbstractMapBag.BagIterator; remove[]; void; null; entryIterator>
<org.apache.commons.collections.bag.AbstractMapBag; add[java.lang.Object, int]; boolean; org.apache.commons.collections.bag.AbstractMapBag; add[java.lang.Object]; boolean; null; this>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag; add[java.lang.Object, int]; boolean; null; map>
<java.util.Map; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag; add[java.lang.Object, int]; boolean; null; map>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.bag.AbstractMapBag; addAll[java.util.Collection]; boolean; null; coll>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.bag.AbstractMapBag; addAll[java.util.Collection]; boolean; null; i>
<org.apache.commons.collections.bag.AbstractMapBag; add[java.lang.Object]; boolean; org.apache.commons.collections.bag.AbstractMapBag; addAll[java.util.Collection]; boolean; null; this>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag; addAll[java.util.Collection]; boolean; null; i>
<java.util.Map; clear[]; void; org.apache.commons.collections.bag.AbstractMapBag; clear[]; void; null; map>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag; remove[java.lang.Object]; boolean; null; map>
<java.util.Map; remove[java.lang.Object]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag; remove[java.lang.Object]; boolean; null; map>
<java.util.Map; get[java.lang.Object]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag; remove[java.lang.Object, int]; boolean; null; map>
<java.util.Map; remove[java.lang.Object]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag; remove[java.lang.Object, int]; boolean; null; map>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.bag.AbstractMapBag; removeAll[java.util.Collection]; boolean; null; coll>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.bag.AbstractMapBag; removeAll[java.util.Collection]; boolean; null; i>
<org.apache.commons.collections.bag.AbstractMapBag; remove[java.lang.Object, int]; boolean; org.apache.commons.collections.bag.AbstractMapBag; removeAll[java.util.Collection]; boolean; null; this>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag; removeAll[java.util.Collection]; boolean; null; i>
<org.apache.commons.collections.bag.AbstractMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; org.apache.commons.collections.bag.AbstractMapBag; retainAll[java.util.Collection]; boolean; null; this>
<org.apache.commons.collections.bag.AbstractMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; org.apache.commons.collections.bag.AbstractMapBag; retainAll[java.util.Collection]; boolean; null; this>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.bag.AbstractMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; uniqueSet()>
<org.apache.commons.collections.bag.AbstractMapBag; uniqueSet[]; java.util.Set; org.apache.commons.collections.bag.AbstractMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; iterator[]; this>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.bag.AbstractMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; i>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; i>
<org.apache.commons.collections.bag.AbstractMapBag; getCount[java.lang.Object]; int; org.apache.commons.collections.bag.AbstractMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; this>
<org.apache.commons.collections.Bag; getCount[java.lang.Object]; int; org.apache.commons.collections.bag.AbstractMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; other>
<org.apache.commons.collections.Bag; add[java.lang.Object, int]; boolean; org.apache.commons.collections.bag.AbstractMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; excess>
<org.apache.commons.collections.Bag; add[java.lang.Object, int]; boolean; org.apache.commons.collections.bag.AbstractMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; excess>
<java.util.Collection; isEmpty[]; boolean; org.apache.commons.collections.bag.AbstractMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; excess>
<org.apache.commons.collections.bag.AbstractMapBag; removeAll[java.util.Collection]; boolean; org.apache.commons.collections.bag.AbstractMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; this>
<org.apache.commons.collections.bag.AbstractMapBag; size[]; int; org.apache.commons.collections.bag.AbstractMapBag; toArray[]; java.lang.Object[]; null; this>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.bag.AbstractMapBag; toArray[]; java.lang.Object[]; null; map.keySet()>
<java.util.Map; keySet[]; java.util.Set; org.apache.commons.collections.bag.AbstractMapBag; toArray[]; java.lang.Object[]; iterator[]; map>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.bag.AbstractMapBag; toArray[]; java.lang.Object[]; null; it>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag; toArray[]; java.lang.Object[]; null; it>
<org.apache.commons.collections.bag.AbstractMapBag; getCount[java.lang.Object]; int; org.apache.commons.collections.bag.AbstractMapBag; toArray[]; java.lang.Object[]; null; this>
<org.apache.commons.collections.bag.AbstractMapBag; size[]; int; org.apache.commons.collections.bag.AbstractMapBag; toArray[java.lang.Object[]]; java.lang.Object[]; null; this>
<java.lang.reflect.Array; newInstance[java.lang.Class<?>, int]; java.lang.Object; org.apache.commons.collections.bag.AbstractMapBag; toArray[java.lang.Object[]]; java.lang.Object[]; null; Array>
<java.lang.Class; getComponentType[]; java.lang.Class<?>; org.apache.commons.collections.bag.AbstractMapBag; toArray[java.lang.Object[]]; java.lang.Object[]; null; array.getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends java.lang.Object[]>; org.apache.commons.collections.bag.AbstractMapBag; toArray[java.lang.Object[]]; java.lang.Object[]; getComponentType[]; array>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.bag.AbstractMapBag; toArray[java.lang.Object[]]; java.lang.Object[]; null; map.keySet()>
