All Method Calls (2657)

<org.jgrapht.Graph; getEdgeFactory[]; org.jgrapht.EdgeFactory<V,E>; org.jgrapht.Graphs; addEdge[org.jgrapht.Graph<V,E>, V, V, double]; E; null; g>
<org.jgrapht.Graph; getEdgeSource[E]; V; org.jgrapht.graph.GraphDelegator; getEdgeSource[E]; V; null; delegate>
<org.jgrapht.Graph; getEdgeTarget[E]; V; org.jgrapht.graph.GraphDelegator; getEdgeTarget[E]; V; null; delegate>
<org.jgrapht.Graph; getEdgeWeight[E]; double; org.jgrapht.graph.GraphDelegator; getEdgeWeight[E]; double; null; delegate>
<org.jgrapht.WeightedGraph; setEdgeWeight[E, double]; void; org.jgrapht.graph.GraphDelegator; setEdgeWeight[E, double]; void; null; ((WeightedGraph<V,E>)delegate)>
<java.lang.Object; toString[]; java.lang.String; org.jgrapht.graph.GraphPathImpl; toString[]; java.lang.String; null; edgeList>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.GraphUnion; getAllEdges[V, V]; java.util.Set<E>; null; g1>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.GraphUnion; getAllEdges[V, V]; java.util.Set<E>; null; g1>
<java.util.Set; addAll[java.util.Collection<? extends E>]; boolean; org.jgrapht.graph.GraphUnion; getAllEdges[V, V]; java.util.Set<E>; null; res>
<org.jgrapht.Graph; getAllEdges[V, V]; java.util.Set<E>; org.jgrapht.graph.GraphUnion; getAllEdges[V, V]; java.util.Set<E>; null; g1>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.GraphUnion; getAllEdges[V, V]; java.util.Set<E>; null; g2>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.GraphUnion; getAllEdges[V, V]; java.util.Set<E>; null; g2>
<java.util.Set; addAll[java.util.Collection<? extends E>]; boolean; org.jgrapht.graph.GraphUnion; getAllEdges[V, V]; java.util.Set<E>; null; res>
<org.jgrapht.Graph; getAllEdges[V, V]; java.util.Set<E>; org.jgrapht.graph.GraphUnion; getAllEdges[V, V]; java.util.Set<E>; null; g2>
<java.util.Collections; unmodifiableSet[java.util.Set<? extends E>]; java.util.Set<E>; org.jgrapht.graph.GraphUnion; getAllEdges[V, V]; java.util.Set<E>; null; Collections>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.GraphUnion; getEdge[V, V]; E; null; g1>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.GraphUnion; getEdge[V, V]; E; null; g1>
<org.jgrapht.Graph; getEdge[V, V]; E; org.jgrapht.graph.GraphUnion; getEdge[V, V]; E; null; g1>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.GraphUnion; getEdge[V, V]; E; null; g2>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.GraphUnion; getEdge[V, V]; E; null; g2>
<org.jgrapht.Graph; getEdge[V, V]; E; org.jgrapht.graph.GraphUnion; getEdge[V, V]; E; null; g2>
<org.jgrapht.Graph; containsEdge[E]; boolean; org.jgrapht.graph.GraphUnion; containsEdge[E]; boolean; null; g1>
<org.jgrapht.Graph; containsEdge[E]; boolean; org.jgrapht.graph.GraphUnion; containsEdge[E]; boolean; null; g2>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.GraphUnion; containsVertex[V]; boolean; null; g1>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.GraphUnion; containsVertex[V]; boolean; null; g2>
<java.util.Set; addAll[java.util.Collection<? extends E>]; boolean; org.jgrapht.graph.GraphUnion; edgeSet[]; java.util.Set<E>; null; res>
<org.jgrapht.Graph; edgeSet[]; java.util.Set<E>; org.jgrapht.graph.GraphUnion; edgeSet[]; java.util.Set<E>; null; g1>
<java.util.Set; addAll[java.util.Collection<? extends E>]; boolean; org.jgrapht.graph.GraphUnion; edgeSet[]; java.util.Set<E>; null; res>
<org.jgrapht.Graph; edgeSet[]; java.util.Set<E>; org.jgrapht.graph.GraphUnion; edgeSet[]; java.util.Set<E>; null; g2>
<java.util.Collections; unmodifiableSet[java.util.Set<? extends E>]; java.util.Set<E>; org.jgrapht.graph.GraphUnion; edgeSet[]; java.util.Set<E>; null; Collections>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.GraphUnion; edgesOf[V]; java.util.Set<E>; null; g1>
<java.util.Set; addAll[java.util.Collection<? extends E>]; boolean; org.jgrapht.graph.GraphUnion; edgesOf[V]; java.util.Set<E>; null; res>
<org.jgrapht.Graph; edgesOf[V]; java.util.Set<E>; org.jgrapht.graph.GraphUnion; edgesOf[V]; java.util.Set<E>; null; g1>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.GraphUnion; edgesOf[V]; java.util.Set<E>; null; g2>
<java.util.Set; addAll[java.util.Collection<? extends E>]; boolean; org.jgrapht.graph.GraphUnion; edgesOf[V]; java.util.Set<E>; null; res>
<org.jgrapht.Graph; edgesOf[V]; java.util.Set<E>; org.jgrapht.graph.GraphUnion; edgesOf[V]; java.util.Set<E>; null; g2>
<java.util.Collections; unmodifiableSet[java.util.Set<? extends E>]; java.util.Set<E>; org.jgrapht.graph.GraphUnion; edgesOf[V]; java.util.Set<E>; null; Collections>
<java.util.Set; addAll[java.util.Collection<? extends V>]; boolean; org.jgrapht.graph.GraphUnion; vertexSet[]; java.util.Set<V>; null; res>
<org.jgrapht.Graph; vertexSet[]; java.util.Set<V>; org.jgrapht.graph.GraphUnion; vertexSet[]; java.util.Set<V>; null; g1>
<java.util.Set; addAll[java.util.Collection<? extends V>]; boolean; org.jgrapht.graph.GraphUnion; vertexSet[]; java.util.Set<V>; null; res>
<org.jgrapht.Graph; vertexSet[]; java.util.Set<V>; org.jgrapht.graph.GraphUnion; vertexSet[]; java.util.Set<V>; null; g2>
<java.util.Collections; unmodifiableSet[java.util.Set<? extends V>]; java.util.Set<V>; org.jgrapht.graph.GraphUnion; vertexSet[]; java.util.Set<V>; null; Collections>
<org.jgrapht.Graph; containsEdge[E]; boolean; org.jgrapht.graph.GraphUnion; getEdgeSource[E]; V; null; g1>
<org.jgrapht.Graph; getEdgeSource[E]; V; org.jgrapht.graph.GraphUnion; getEdgeSource[E]; V; null; g1>
<org.jgrapht.Graph; containsEdge[E]; boolean; org.jgrapht.graph.GraphUnion; getEdgeSource[E]; V; null; g2>
<org.jgrapht.Graph; getEdgeSource[E]; V; org.jgrapht.graph.GraphUnion; getEdgeSource[E]; V; null; g2>
<org.jgrapht.Graph; containsEdge[E]; boolean; org.jgrapht.graph.GraphUnion; getEdgeTarget[E]; V; null; g1>
<org.jgrapht.Graph; getEdgeTarget[E]; V; org.jgrapht.graph.GraphUnion; getEdgeTarget[E]; V; null; g1>
<org.jgrapht.Graph; containsEdge[E]; boolean; org.jgrapht.graph.GraphUnion; getEdgeTarget[E]; V; null; g2>
<org.jgrapht.Graph; getEdgeTarget[E]; V; org.jgrapht.graph.GraphUnion; getEdgeTarget[E]; V; null; g2>
<org.jgrapht.Graph; containsEdge[E]; boolean; org.jgrapht.graph.GraphUnion; getEdgeWeight[E]; double; null; g1>
<org.jgrapht.Graph; containsEdge[E]; boolean; org.jgrapht.graph.GraphUnion; getEdgeWeight[E]; double; null; g2>
<org.jgrapht.util.WeightCombiner; combine[double, double]; double; org.jgrapht.graph.GraphUnion; getEdgeWeight[E]; double; null; operator>
<org.jgrapht.Graph; getEdgeWeight[E]; double; org.jgrapht.graph.GraphUnion; getEdgeWeight[E]; double; null; g1>
<org.jgrapht.Graph; getEdgeWeight[E]; double; org.jgrapht.graph.GraphUnion; getEdgeWeight[E]; double; null; g2>
<org.jgrapht.Graph; containsEdge[E]; boolean; org.jgrapht.graph.GraphUnion; getEdgeWeight[E]; double; null; g1>
<org.jgrapht.Graph; getEdgeWeight[E]; double; org.jgrapht.graph.GraphUnion; getEdgeWeight[E]; double; null; g1>
<org.jgrapht.Graph; containsEdge[E]; boolean; org.jgrapht.graph.GraphUnion; getEdgeWeight[E]; double; null; g2>
<org.jgrapht.Graph; getEdgeWeight[E]; double; org.jgrapht.graph.GraphUnion; getEdgeWeight[E]; double; null; g2>
<org.jgrapht.graph.AbstractGraph; assertVertexExist[V]; boolean; org.jgrapht.graph.UndirectedSubgraph; degreeOf[V]; int; null; this>
<org.jgrapht.Graph; edgesOf[V]; java.util.Set<E>; org.jgrapht.graph.UndirectedSubgraph; degreeOf[V]; int; null; getBase()>
<org.jgrapht.graph.Subgraph; getBase[]; org.jgrapht.UndirectedGraph<V,E>; org.jgrapht.graph.UndirectedSubgraph; degreeOf[V]; int; edgesOf[V]; this>
<org.jgrapht.graph.Subgraph; containsEdge[E]; boolean; org.jgrapht.graph.UndirectedSubgraph; degreeOf[V]; int; null; this>
<java.lang.Object; equals[java.lang.Object]; boolean; org.jgrapht.graph.UndirectedSubgraph; degreeOf[V]; int; null; getEdgeSource(e)>
<org.jgrapht.graph.Subgraph; getEdgeSource[E]; V; org.jgrapht.graph.UndirectedSubgraph; degreeOf[V]; int; equals[java.lang.Object]; this>
<org.jgrapht.graph.Subgraph; getEdgeTarget[E]; V; org.jgrapht.graph.UndirectedSubgraph; degreeOf[V]; int; null; this>
<org.jgrapht.graph.AbstractGraph; toStringFromSets[java.util.Collection<? extends V>, java.util.Collection<? extends E>, boolean]; java.lang.String; org.jgrapht.graph.EdgeReversedGraph; toString[]; java.lang.String; null; this>
<org.jgrapht.graph.GraphDelegator; vertexSet[]; java.util.Set<V>; org.jgrapht.graph.EdgeReversedGraph; toString[]; java.lang.String; null; this>
<org.jgrapht.graph.GraphDelegator; edgeSet[]; java.util.Set<E>; org.jgrapht.graph.EdgeReversedGraph; toString[]; java.lang.String; null; this>
<org.jgrapht.graph.DefaultListenableGraph; fireEdgeAdded[E]; void; org.jgrapht.graph.DefaultListenableGraph; addEdge[V, V]; E; null; this>
<org.jgrapht.graph.DefaultListenableGraph; fireEdgeAdded[E]; void; org.jgrapht.graph.DefaultListenableGraph; addEdge[V, V, E]; boolean; null; this>
<org.jgrapht.graph.DefaultListenableGraph; addToListenerList[java.util.List<org.jgrapht.event.GraphListener<V,E>>, org.jgrapht.event.GraphListener<V,E>]; void; org.jgrapht.graph.DefaultListenableGraph; addGraphListener[org.jgrapht.event.GraphListener<V,E>]; void; null; this>
<org.jgrapht.graph.DefaultListenableGraph; fireVertexAdded[V]; void; org.jgrapht.graph.DefaultListenableGraph; addVertex[V]; boolean; null; this>
<org.jgrapht.graph.DefaultListenableGraph; addToListenerList[java.util.List<org.jgrapht.event.VertexSetListener<V>>, org.jgrapht.event.VertexSetListener<V>]; void; org.jgrapht.graph.DefaultListenableGraph; addVertexSetListener[org.jgrapht.event.VertexSetListener<V>]; void; null; this>
<org.jgrapht.util.TypeUtil; uncheckedCast[java.lang.Object, org.jgrapht.util.TypeUtil<org.jgrapht.graph.DefaultListenableGraph<V,E>>]; org.jgrapht.graph.DefaultListenableGraph<V,E>; org.jgrapht.graph.DefaultListenableGraph; clone[]; java.lang.Object; null; TypeUtil>
<java.lang.Throwable; printStackTrace[]; void; org.jgrapht.graph.DefaultListenableGraph; clone[]; java.lang.Object; null; e>
<org.jgrapht.graph.DefaultListenableGraph; fireEdgeRemoved[E]; void; org.jgrapht.graph.DefaultListenableGraph; removeEdge[V, V]; E; null; this>
<org.jgrapht.graph.DefaultListenableGraph; fireEdgeRemoved[E]; void; org.jgrapht.graph.DefaultListenableGraph; removeEdge[E]; boolean; null; this>
<java.util.ArrayList; remove[java.lang.Object]; boolean; org.jgrapht.graph.DefaultListenableGraph; removeGraphListener[org.jgrapht.event.GraphListener<V,E>]; void; null; graphListeners>
<org.jgrapht.graph.GraphDelegator; containsVertex[V]; boolean; org.jgrapht.graph.DefaultListenableGraph; removeVertex[V]; boolean; null; this>
<org.jgrapht.graph.GraphDelegator; edgesOf[V]; java.util.Set<E>; org.jgrapht.graph.DefaultListenableGraph; removeVertex[V]; boolean; null; this>
<org.jgrapht.graph.AbstractGraph; removeAllEdges[java.util.Collection<? extends E>]; boolean; org.jgrapht.graph.DefaultListenableGraph; removeVertex[V]; boolean; null; this>
<org.jgrapht.graph.DefaultListenableGraph; fireVertexRemoved[V]; void; org.jgrapht.graph.DefaultListenableGraph; removeVertex[V]; boolean; null; this>
<java.util.ArrayList; remove[java.lang.Object]; boolean; org.jgrapht.graph.DefaultListenableGraph; removeVertexSetListener[org.jgrapht.event.VertexSetListener<V>]; void; null; vertexSetListeners>
<org.jgrapht.graph.DefaultListenableGraph; createGraphEdgeChangeEvent[int, E]; org.jgrapht.event.GraphEdgeChangeEvent<V,E>; org.jgrapht.graph.DefaultListenableGraph; fireEdgeAdded[E]; void; null; this>
<java.util.ArrayList; size[]; int; org.jgrapht.graph.DefaultListenableGraph; fireEdgeAdded[E]; void; null; graphListeners>
<java.util.ArrayList; get[int]; org.jgrapht.event.GraphListener<V,E>; org.jgrapht.graph.DefaultListenableGraph; fireEdgeAdded[E]; void; null; graphListeners>
<org.jgrapht.event.GraphListener; edgeAdded[org.jgrapht.event.GraphEdgeChangeEvent<V,E>]; void; org.jgrapht.graph.DefaultListenableGraph; fireEdgeAdded[E]; void; null; l>
<org.jgrapht.graph.DefaultListenableGraph; createGraphEdgeChangeEvent[int, E]; org.jgrapht.event.GraphEdgeChangeEvent<V,E>; org.jgrapht.graph.DefaultListenableGraph; fireEdgeRemoved[E]; void; null; this>
<java.util.ArrayList; size[]; int; org.jgrapht.graph.DefaultListenableGraph; fireEdgeRemoved[E]; void; null; graphListeners>
<java.util.ArrayList; get[int]; org.jgrapht.event.GraphListener<V,E>; org.jgrapht.graph.DefaultListenableGraph; fireEdgeRemoved[E]; void; null; graphListeners>
<org.jgrapht.event.GraphListener; edgeRemoved[org.jgrapht.event.GraphEdgeChangeEvent<V,E>]; void; org.jgrapht.graph.DefaultListenableGraph; fireEdgeRemoved[E]; void; null; l>
<org.jgrapht.graph.DefaultListenableGraph; createGraphVertexChangeEvent[int, V]; org.jgrapht.event.GraphVertexChangeEvent<V>; org.jgrapht.graph.DefaultListenableGraph; fireVertexAdded[V]; void; null; this>
<java.util.ArrayList; size[]; int; org.jgrapht.graph.DefaultListenableGraph; fireVertexAdded[V]; void; null; vertexSetListeners>
<java.util.ArrayList; get[int]; org.jgrapht.event.VertexSetListener<V>; org.jgrapht.graph.DefaultListenableGraph; fireVertexAdded[V]; void; null; vertexSetListeners>
<org.jgrapht.event.VertexSetListener; vertexAdded[org.jgrapht.event.GraphVertexChangeEvent<V>]; void; org.jgrapht.graph.DefaultListenableGraph; fireVertexAdded[V]; void; null; l>
<java.util.ArrayList; size[]; int; org.jgrapht.graph.DefaultListenableGraph; fireVertexAdded[V]; void; null; graphListeners>
<java.util.ArrayList; get[int]; org.jgrapht.event.GraphListener<V,E>; org.jgrapht.graph.DefaultListenableGraph; fireVertexAdded[V]; void; null; graphListeners>
<org.jgrapht.event.VertexSetListener; vertexAdded[org.jgrapht.event.GraphVertexChangeEvent<V>]; void; org.jgrapht.graph.DefaultListenableGraph; fireVertexAdded[V]; void; null; l>
<org.jgrapht.graph.DefaultListenableGraph; createGraphVertexChangeEvent[int, V]; org.jgrapht.event.GraphVertexChangeEvent<V>; org.jgrapht.graph.DefaultListenableGraph; fireVertexRemoved[V]; void; null; this>
<java.util.ArrayList; size[]; int; org.jgrapht.graph.DefaultListenableGraph; fireVertexRemoved[V]; void; null; vertexSetListeners>
<java.util.ArrayList; get[int]; org.jgrapht.event.VertexSetListener<V>; org.jgrapht.graph.DefaultListenableGraph; fireVertexRemoved[V]; void; null; vertexSetListeners>
<org.jgrapht.event.VertexSetListener; vertexRemoved[org.jgrapht.event.GraphVertexChangeEvent<V>]; void; org.jgrapht.graph.DefaultListenableGraph; fireVertexRemoved[V]; void; null; l>
<java.util.ArrayList; size[]; int; org.jgrapht.graph.DefaultListenableGraph; fireVertexRemoved[V]; void; null; graphListeners>
<java.util.ArrayList; get[int]; org.jgrapht.event.GraphListener<V,E>; org.jgrapht.graph.DefaultListenableGraph; fireVertexRemoved[V]; void; null; graphListeners>
<org.jgrapht.event.VertexSetListener; vertexRemoved[org.jgrapht.event.GraphVertexChangeEvent<V>]; void; org.jgrapht.graph.DefaultListenableGraph; fireVertexRemoved[V]; void; null; l>
<java.util.List; contains[java.lang.Object]; boolean; org.jgrapht.graph.DefaultListenableGraph; addToListenerList[java.util.List<L>, L]; void; null; list>
<java.util.List; add[L]; boolean; org.jgrapht.graph.DefaultListenableGraph; addToListenerList[java.util.List<L>, L]; void; null; list>
<org.jgrapht.graph.DefaultListenableGraph$FlyweightEdgeEvent; setType[int]; void; org.jgrapht.graph.DefaultListenableGraph; createGraphEdgeChangeEvent[int, E]; org.jgrapht.event.GraphEdgeChangeEvent<V,E>; null; reuseableEdgeEvent>
<org.jgrapht.graph.DefaultListenableGraph$FlyweightEdgeEvent; setEdge[E]; void; org.jgrapht.graph.DefaultListenableGraph; createGraphEdgeChangeEvent[int, E]; org.jgrapht.event.GraphEdgeChangeEvent<V,E>; null; reuseableEdgeEvent>
<org.jgrapht.graph.DefaultListenableGraph$FlyweightVertexEvent; setType[int]; void; org.jgrapht.graph.DefaultListenableGraph; createGraphVertexChangeEvent[int, V]; org.jgrapht.event.GraphVertexChangeEvent<V>; null; reuseableVertexEvent>
<org.jgrapht.graph.DefaultListenableGraph$FlyweightVertexEvent; setVertex[V]; void; org.jgrapht.graph.DefaultListenableGraph; createGraphVertexChangeEvent[int, V]; org.jgrapht.event.GraphVertexChangeEvent<V>; null; reuseableVertexEvent>
<java.lang.Class; newInstance[]; ; org.jgrapht.graph.ClassBasedEdgeFactory; createEdge[V, V]; E; null; edgeClass>
<org.jgrapht.graph.GraphUnion; edgesOf[V]; java.util.Set<E>; org.jgrapht.graph.UndirectedGraphUnion; degreeOf[V]; int; null; this>
<java.util.Set; size[]; int; org.jgrapht.graph.UndirectedGraphUnion; degreeOf[V]; int; null; res>
<java.util.Set; size[]; int; org.jgrapht.alg.VertexCovers; find2ApproximationCover[org.jgrapht.Graph<V,E>]; java.util.Set<V>; null; sg.edgeSet()>
<org.jgrapht.graph.Subgraph; edgeSet[]; java.util.Set<E>; org.jgrapht.alg.VertexCovers; find2ApproximationCover[org.jgrapht.Graph<V,E>]; java.util.Set<V>; size[]; sg>
<java.util.Iterator; next[]; E; org.jgrapht.alg.VertexCovers; find2ApproximationCover[org.jgrapht.Graph<V,E>]; java.util.Set<V>; null; sg.edgeSet().iterator()>
<java.util.Set; iterator[]; java.util.Iterator<E>; org.jgrapht.alg.VertexCovers; find2ApproximationCover[org.jgrapht.Graph<V,E>]; java.util.Set<V>; next[]; sg.edgeSet()>
<org.jgrapht.graph.Subgraph; edgeSet[]; java.util.Set<E>; org.jgrapht.alg.VertexCovers; find2ApproximationCover[org.jgrapht.Graph<V,E>]; java.util.Set<V>; iterator[]; sg>
<org.jgrapht.Graph; getEdgeSource[E]; V; org.jgrapht.alg.VertexCovers; find2ApproximationCover[org.jgrapht.Graph<V,E>]; java.util.Set<V>; null; g>
<org.jgrapht.Graph; getEdgeTarget[E]; V; org.jgrapht.alg.VertexCovers; find2ApproximationCover[org.jgrapht.Graph<V,E>]; java.util.Set<V>; null; g>
<java.util.Set; add[V]; boolean; org.jgrapht.alg.VertexCovers; find2ApproximationCover[org.jgrapht.Graph<V,E>]; java.util.Set<V>; null; cover>
<java.util.Set; add[V]; boolean; org.jgrapht.alg.VertexCovers; find2ApproximationCover[org.jgrapht.Graph<V,E>]; java.util.Set<V>; null; cover>
<org.jgrapht.graph.Subgraph; removeVertex[V]; boolean; org.jgrapht.alg.VertexCovers; find2ApproximationCover[org.jgrapht.Graph<V,E>]; java.util.Set<V>; null; sg>
<org.jgrapht.graph.Subgraph; removeVertex[V]; boolean; org.jgrapht.alg.VertexCovers; find2ApproximationCover[org.jgrapht.Graph<V,E>]; java.util.Set<V>; null; sg>
<java.util.Set; size[]; int; org.jgrapht.alg.VertexCovers; findGreedyCover[org.jgrapht.UndirectedGraph<V,E>]; java.util.Set<V>; null; sg.edgeSet()>
<org.jgrapht.Graph; edgeSet[]; java.util.Set<E>; org.jgrapht.alg.VertexCovers; findGreedyCover[org.jgrapht.UndirectedGraph<V,E>]; java.util.Set<V>; size[]; sg>
<java.util.Collections; max[java.util.Collection<? extends V>, java.util.Comparator<? super V>]; V; org.jgrapht.alg.VertexCovers; findGreedyCover[org.jgrapht.UndirectedGraph<V,E>]; java.util.Set<V>; null; Collections>
<org.jgrapht.Graph; vertexSet[]; java.util.Set<V>; org.jgrapht.alg.VertexCovers; findGreedyCover[org.jgrapht.UndirectedGraph<V,E>]; java.util.Set<V>; null; sg>
<java.util.Set; add[V]; boolean; org.jgrapht.alg.VertexCovers; findGreedyCover[org.jgrapht.UndirectedGraph<V,E>]; java.util.Set<V>; null; cover>
<org.jgrapht.Graph; removeVertex[V]; boolean; org.jgrapht.alg.VertexCovers; findGreedyCover[org.jgrapht.UndirectedGraph<V,E>]; java.util.Set<V>; null; sg>
<org.jgrapht.Graph; edgeSet[]; java.util.Set<E>; org.jgrapht.alg.EdmondsKarpMaximumFlow; EdmondsKarpMaximumFlow[org.jgrapht.DirectedGraph<V,E>, double]; void; null; network>
<org.jgrapht.Graph; getEdgeWeight[E]; double; org.jgrapht.alg.EdmondsKarpMaximumFlow; EdmondsKarpMaximumFlow[org.jgrapht.DirectedGraph<V,E>, double]; void; null; network>
<org.jgrapht.alg.EdmondsKarpMaximumFlow; buildInternalNetwork[]; void; org.jgrapht.alg.EdmondsKarpMaximumFlow; EdmondsKarpMaximumFlow[org.jgrapht.DirectedGraph<V,E>, double]; void; null; this>
<java.util.Set; size[]; int; org.jgrapht.alg.EdmondsKarpMaximumFlow; buildInternalNetwork[]; void; null; network.vertexSet()>
<org.jgrapht.Graph; vertexSet[]; java.util.Set<V>; org.jgrapht.alg.EdmondsKarpMaximumFlow; buildInternalNetwork[]; void; size[]; network>
<java.util.Set; iterator[]; java.util.Iterator<V>; org.jgrapht.alg.EdmondsKarpMaximumFlow; buildInternalNetwork[]; void; null; network.vertexSet()>
<org.jgrapht.Graph; vertexSet[]; java.util.Set<V>; org.jgrapht.alg.EdmondsKarpMaximumFlow; buildInternalNetwork[]; void; iterator[]; network>
<java.util.Iterator; next[]; V; org.jgrapht.alg.EdmondsKarpMaximumFlow; buildInternalNetwork[]; void; null; it>
<java.util.List; add[org.jgrapht.alg.EdmondsKarpMaximumFlow<V,E>.Node]; boolean; org.jgrapht.alg.EdmondsKarpMaximumFlow; buildInternalNetwork[]; void; null; nodes>
<java.util.Map; put[V, java.lang.Integer]; java.lang.Integer; org.jgrapht.alg.EdmondsKarpMaximumFlow; buildInternalNetwork[]; void; null; indexer>
