All Method Calls (14894)

<net.sourceforge.pmd.RuleReference; isSame[java.lang.String, java.lang.String]; boolean; net.sourceforge.pmd.RuleReference; setName[java.lang.String]; void; null; this>
<java.lang.Object; equals[java.lang.Object]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processNode[net.sourceforge.pmd.ast.SimpleNode]; int; null; xn.jjtGetChild(0).getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends net.sourceforge.pmd.ast.Node>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processNode[net.sourceforge.pmd.ast.SimpleNode]; int; equals[java.lang.Object]; xn.jjtGetChild(0)>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processNode[net.sourceforge.pmd.ast.SimpleNode]; int; getClass[]; xn>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processNode[net.sourceforge.pmd.ast.SimpleNode]; int; null; ((SimpleNode)xn.jjtGetChild(0))>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processNode[net.sourceforge.pmd.ast.SimpleNode]; int; getImage[]; xn>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; isLiteral[java.lang.String]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processNode[net.sourceforge.pmd.ast.SimpleNode]; int; null; this>
<java.lang.String; length[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processNode[net.sourceforge.pmd.ast.SimpleNode]; int; null; str>
<java.lang.String; startsWith[java.lang.String]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processNode[net.sourceforge.pmd.ast.SimpleNode]; int; null; str>
<java.lang.String; length[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processNode[net.sourceforge.pmd.ast.SimpleNode]; int; null; str>
<net.sourceforge.pmd.ast.SimpleNode; getFirstParentOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTBlockStatement>]; net.sourceforge.pmd.ast.ASTBlockStatement; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; null; node>
<net.sourceforge.pmd.ast.SimpleNode; getFirstParentOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTFieldDeclaration>]; net.sourceforge.pmd.ast.ASTFieldDeclaration; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; null; node>
<net.sourceforge.pmd.ast.SimpleNode; getFirstParentOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTFormalParameter>]; net.sourceforge.pmd.ast.ASTFormalParameter; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; null; node>
<net.sourceforge.pmd.ast.SimpleNode; getFirstChildOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTAdditiveExpression>]; net.sourceforge.pmd.ast.ASTAdditiveExpression; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; null; block>
<net.sourceforge.pmd.ast.SimpleNode; getFirstChildOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTMultiplicativeExpression>]; net.sourceforge.pmd.ast.ASTMultiplicativeExpression; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; null; block>
<net.sourceforge.pmd.ast.SimpleNode; findChildrenOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTLiteral>]; java.util.List<net.sourceforge.pmd.ast.ASTLiteral>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; null; block>
<java.util.List; isEmpty[]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; null; literal>
<net.sourceforge.pmd.ast.SimpleNode; findChildrenOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTName>]; java.util.List<net.sourceforge.pmd.ast.ASTName>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; null; block>
<java.util.List; isEmpty[]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; null; name>
<java.util.List; size[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; null; literal>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; null; literal.get(0)>
<java.util.List; get[int]; net.sourceforge.pmd.ast.ASTLiteral; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; getImage[]; literal>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; isLiteral[java.lang.String]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; null; this>
<java.lang.String; length[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; null; str>
<java.lang.Integer; parseInt[java.lang.String]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; null; Integer>
<net.sourceforge.pmd.ast.SimpleNode; getFirstParentOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTBlockStatement>]; net.sourceforge.pmd.ast.ASTBlockStatement; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getInitialLength[net.sourceforge.pmd.ast.SimpleNode]; int; null; node>
<net.sourceforge.pmd.ast.SimpleNode; getFirstParentOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTFieldDeclaration>]; net.sourceforge.pmd.ast.ASTFieldDeclaration; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getInitialLength[net.sourceforge.pmd.ast.SimpleNode]; int; null; node>
<net.sourceforge.pmd.ast.SimpleNode; getFirstParentOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTFormalParameter>]; net.sourceforge.pmd.ast.ASTFormalParameter; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getInitialLength[net.sourceforge.pmd.ast.SimpleNode]; int; null; node>
<net.sourceforge.pmd.ast.SimpleNode; findChildrenOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTLiteral>]; java.util.List<net.sourceforge.pmd.ast.ASTLiteral>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getInitialLength[net.sourceforge.pmd.ast.SimpleNode]; int; null; block>
<java.util.List; size[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getInitialLength[net.sourceforge.pmd.ast.SimpleNode]; int; null; literal>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getInitialLength[net.sourceforge.pmd.ast.SimpleNode]; int; null; literal.get(0)>
<java.util.List; get[int]; net.sourceforge.pmd.ast.ASTLiteral; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getInitialLength[net.sourceforge.pmd.ast.SimpleNode]; int; getImage[]; literal>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; isLiteral[java.lang.String]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getInitialLength[net.sourceforge.pmd.ast.SimpleNode]; int; null; this>
<java.lang.String; length[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getInitialLength[net.sourceforge.pmd.ast.SimpleNode]; int; null; str>
<java.util.List; size[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; isAdditive[net.sourceforge.pmd.ast.SimpleNode]; boolean; null; n.findChildrenOfType(ASTAdditiveExpression.class)>
<net.sourceforge.pmd.ast.SimpleNode; findChildrenOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTAdditiveExpression>]; java.util.List<net.sourceforge.pmd.ast.ASTAdditiveExpression>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; isAdditive[net.sourceforge.pmd.ast.SimpleNode]; boolean; size[]; n>
<net.sourceforge.pmd.ast.Node; jjtGetParent[]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getFirstParentBlock[net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; null; node>
<java.util.Set; contains[java.lang.Object]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getFirstParentBlock[net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; null; blockParents>
<java.lang.Object; getClass[]; java.lang.Class<? extends net.sourceforge.pmd.ast.Node>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getFirstParentBlock[net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; null; parentNode>
<net.sourceforge.pmd.ast.Node; jjtGetParent[]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getFirstParentBlock[net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; null; parentNode>
<java.lang.Object; equals[java.lang.Object]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getFirstParentBlock[net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; null; ASTIfStatement.class>
<java.lang.Object; getClass[]; java.lang.Class<? extends net.sourceforge.pmd.ast.Node>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getFirstParentBlock[net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; null; parentNode>
<java.lang.Object; equals[java.lang.Object]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getFirstParentBlock[net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; null; parentNode.getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends net.sourceforge.pmd.ast.Node>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getFirstParentBlock[net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; equals[java.lang.Object]; parentNode>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getSwitchParent[net.sourceforge.pmd.ast.Node, net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getFirstParentBlock[net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; null; this>
<net.sourceforge.pmd.ast.Node; jjtGetNumChildren[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getSwitchParent[net.sourceforge.pmd.ast.Node, net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; null; parentNode>
<net.sourceforge.pmd.ast.Node; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getSwitchParent[net.sourceforge.pmd.ast.Node, net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; null; parentNode>
<java.lang.Object; equals[java.lang.Object]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getSwitchParent[net.sourceforge.pmd.ast.Node, net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; null; n.getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends net.sourceforge.pmd.ast.Node>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getSwitchParent[net.sourceforge.pmd.ast.Node, net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; equals[java.lang.Object]; n>
<java.lang.Object; equals[java.lang.Object]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getSwitchParent[net.sourceforge.pmd.ast.Node, net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; null; n>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.StringInstantiation; visit[net.sourceforge.pmd.ast.ASTAllocationExpression, java.lang.Object]; java.lang.Object; null; node>
<net.sourceforge.pmd.typeresolution.TypeHelper; isA[net.sourceforge.pmd.ast.TypeNode, java.lang.Class]; boolean; net.sourceforge.pmd.rules.strings.StringInstantiation; visit[net.sourceforge.pmd.ast.ASTAllocationExpression, java.lang.Object]; java.lang.Object; null; TypeHelper>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.StringInstantiation; visit[net.sourceforge.pmd.ast.ASTAllocationExpression, java.lang.Object]; java.lang.Object; null; node>
<net.sourceforge.pmd.ast.SimpleNode; findChildrenOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTExpression>]; java.util.List<net.sourceforge.pmd.ast.ASTExpression>; net.sourceforge.pmd.rules.strings.StringInstantiation; visit[net.sourceforge.pmd.ast.ASTAllocationExpression, java.lang.Object]; java.lang.Object; null; node>
<java.util.List; size[]; int; net.sourceforge.pmd.rules.strings.StringInstantiation; visit[net.sourceforge.pmd.ast.ASTAllocationExpression, java.lang.Object]; java.lang.Object; null; exp>
<net.sourceforge.pmd.ast.SimpleNode; getFirstChildOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTArrayDimsAndInits>]; net.sourceforge.pmd.ast.ASTArrayDimsAndInits; net.sourceforge.pmd.rules.strings.StringInstantiation; visit[net.sourceforge.pmd.ast.ASTAllocationExpression, java.lang.Object]; java.lang.Object; null; node>
<net.sourceforge.pmd.ast.SimpleNode; getFirstChildOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTAdditiveExpression>]; net.sourceforge.pmd.ast.ASTAdditiveExpression; net.sourceforge.pmd.rules.strings.StringInstantiation; visit[net.sourceforge.pmd.ast.ASTAllocationExpression, java.lang.Object]; java.lang.Object; null; node>
<net.sourceforge.pmd.ast.SimpleNode; getFirstChildOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTName>]; net.sourceforge.pmd.ast.ASTName; net.sourceforge.pmd.rules.strings.StringInstantiation; visit[net.sourceforge.pmd.ast.ASTAllocationExpression, java.lang.Object]; java.lang.Object; null; node>
<net.sourceforge.pmd.AbstractJavaRule; addViolation[java.lang.Object, net.sourceforge.pmd.ast.SimpleNode]; void; net.sourceforge.pmd.rules.strings.StringInstantiation; visit[net.sourceforge.pmd.ast.ASTAllocationExpression, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.ast.ASTName; getNameDeclaration[]; net.sourceforge.pmd.symboltable.NameDeclaration; net.sourceforge.pmd.rules.strings.StringInstantiation; visit[net.sourceforge.pmd.ast.ASTAllocationExpression, java.lang.Object]; java.lang.Object; null; name>
<net.sourceforge.pmd.typeresolution.TypeHelper; isA[net.sourceforge.pmd.symboltable.VariableNameDeclaration, java.lang.Class]; boolean; net.sourceforge.pmd.rules.strings.StringInstantiation; visit[net.sourceforge.pmd.ast.ASTAllocationExpression, java.lang.Object]; java.lang.Object; null; TypeHelper>
<net.sourceforge.pmd.AbstractJavaRule; addViolation[java.lang.Object, net.sourceforge.pmd.ast.SimpleNode]; void; net.sourceforge.pmd.rules.strings.StringInstantiation; visit[net.sourceforge.pmd.ast.ASTAllocationExpression, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetNumChildren[]; int; net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; visit[net.sourceforge.pmd.ast.ASTPrimaryExpression, java.lang.Object]; java.lang.Object; null; exp>
<net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; getBadPrefixOrNull[net.sourceforge.pmd.ast.ASTPrimaryExpression, int]; int; net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; visit[net.sourceforge.pmd.ast.ASTPrimaryExpression, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; getBadSuffixOrNull[net.sourceforge.pmd.ast.ASTPrimaryExpression, int]; java.lang.String; net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; visit[net.sourceforge.pmd.ast.ASTPrimaryExpression, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; visit[net.sourceforge.pmd.ast.ASTPrimaryExpression, java.lang.Object]; java.lang.Object; null; exp>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; visit[net.sourceforge.pmd.ast.ASTPrimaryExpression, java.lang.Object]; java.lang.Object; null; exp>
<net.sourceforge.pmd.ast.ASTPrimarySuffix; isArguments[]; boolean; net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; visit[net.sourceforge.pmd.ast.ASTPrimaryExpression, java.lang.Object]; java.lang.Object; null; methodCall>
<net.sourceforge.pmd.ast.ASTPrimarySuffix; getArgumentCount[]; int; net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; visit[net.sourceforge.pmd.ast.ASTPrimaryExpression, java.lang.Object]; java.lang.Object; null; methodCall>
<net.sourceforge.pmd.AbstractJavaRule; addViolation[java.lang.Object, net.sourceforge.pmd.ast.SimpleNode]; void; net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; visit[net.sourceforge.pmd.ast.ASTPrimaryExpression, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; getBadPrefixOrNull[net.sourceforge.pmd.ast.ASTPrimaryExpression, int]; int; null; exp>
<net.sourceforge.pmd.ast.Node; jjtGetNumChildren[]; int; net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; getBadPrefixOrNull[net.sourceforge.pmd.ast.ASTPrimaryExpression, int]; int; null; child>
<net.sourceforge.pmd.ast.Node; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; getBadPrefixOrNull[net.sourceforge.pmd.ast.ASTPrimaryExpression, int]; int; null; child>
<net.sourceforge.pmd.ast.Node; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; getBadPrefixOrNull[net.sourceforge.pmd.ast.ASTPrimaryExpression, int]; int; null; child>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.UnnecessaryCaseChange; getBadPrefixOrNull[net.sourceforge.pmd.ast.ASTPrimaryExpression, int]; int; null; name>
