All Method Calls (17933)

<java.awt.event.ActionEvent; getActionCommand[]; java.lang.String; org.jext.actions.CreateTemplate; actionPerformed[java.awt.event.ActionEvent]; void; null; evt>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.SyntaxUtilities; regionMatches[boolean, javax.swing.text.Segment, int, java.lang.String]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; SyntaxUtilities>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; doKeyword[javax.swing.text.Segment, int, char]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.SyntaxUtilities; regionMatches[boolean, javax.swing.text.Segment, int, java.lang.String]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; SyntaxUtilities>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.SyntaxUtilities; regionMatches[boolean, javax.swing.text.Segment, int, java.lang.String]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; SyntaxUtilities>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; doKeyword[javax.swing.text.Segment, int, char]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.SyntaxUtilities; regionMatches[boolean, javax.swing.text.Segment, int, java.lang.String]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; SyntaxUtilities>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; doKeyword[javax.swing.text.Segment, int, char]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; doKeyword[javax.swing.text.Segment, int, char]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; doKeyword[javax.swing.text.Segment, int, char]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; doKeyword[javax.swing.text.Segment, int, char]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; doKeyword[javax.swing.text.Segment, int, char]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; doKeyword[javax.swing.text.Segment, int, char]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; doKeyword[javax.swing.text.Segment, int, char]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; doKeyword[javax.swing.text.Segment, int, char]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<java.lang.Character; isLetterOrDigit[char]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; Character>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; doKeyword[javax.swing.text.Segment, int, char]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<java.lang.String; indexOf[int]; int; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; CTokenMarker.METHOD_DELIMITERS>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<java.lang.Character; isLetterOrDigit[char]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; Character>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; doKeyword[javax.swing.text.Segment, int, char]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
<org.gjt.sp.jedit.syntax.KeywordMap; add[java.lang.String, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; keywords>
